issn,eissn,status,year
1542894X,,inactive,2014
15429520,,inactive,2006
1542961X,15553876,inactive,2008
15429660,,inactive,2005
15429733,15429741,inactive,2016
1542975X,15429768,inactive,2016
15431150,15431169,inactive,2005
15431215,,inactive,2006
15431894,19406037,inactive,2015
15432009,,inactive,2019
15432912,,inactive,2007
15433234,,inactive,2018
15433544,,inactive,2003
15433714,15433722,inactive,2014
15434613,15434591,inactive,2006
15434672,,inactive,2006
15435016,,inactive,2010
15435946,18767761,inactive,2012
15436160,,inactive,2006
15436527,,inactive,2008
15437671,1543768X,inactive,2008
15437698,15437701,inactive,2008
1543849X,,inactive,1998
15438600,15438619,inactive,2007
15439135,15439143,inactive,2014
1543995X,,inactive,2021
15440036,15440044,discontinued,2021
15440508,19394691,discontinued,2016
15441458,19396104,discontinued,2021
15441865,1544225X,inactive,2009
15443469,23806559,inactive,2018
15446301,,inactive,2005
15446794,1879596X,inactive,2013
15447529,15447537,inactive,2020
15448037,23789174,discontinued,2016
15448053,,discontinued,2016
15449793,,inactive,2022
15451089,,inactive,2007
15451097,15570886,inactive,2012
15451712,15578569,inactive,2009
15452913,,inactive,2011
15453669,15457575,inactive,2011
15454576,15578526,inactive,2011
15455343,15455351,inactive,2006
15455963,15579964,inactive,2024
15458083,15458091,inactive,2006
1545813X,,inactive,2007
15458261,,inactive,2007
15460371,19432852,inactive,2011
15461955,15461963,policy,2020
1546198X,15461971,discontinued,2017
15461998,15462005,inactive,2019
15462048,15462056,inactive,2005
15462080,1546203X,inactive,2015
15462501,18787576,inactive,2012
15463214,19390300,inactive,2011
15463222,19435665,inactive,2016
15463427,,inactive,2011
1546900X,15469018,inactive,2009
15469239,15543641,discontinued,2016
15470083,,inactive,2012
15470350,,inactive,2009
15473368,15450058,inactive,2006
1547481X,,inactive,2014
15475778,15475786,inactive,2023
15475816,1553166X,policy,2026
15479951,15580466,inactive,2007
15480755,15568601,inactive,2014
15481689,15481697,inactive,2007
15485315,,inactive,2013
15485323,,inactive,2016
15485595,15485609,inactive,2022
15487393,,inactive,2004
15487679,15497844,inactive,2004
15487741,,inactive,2015
15487768,15487776,policy,2021
1548825X,21583811,inactive,2016
15488578,21581797,inactive,2016
15488969,1552499X,inactive,2006
15489825,,inactive,2006
15490858,,inactive,2016
15493644,,discontinued,2016
15493741,1549425X,inactive,2004
15494934,19498535,inactive,2015
15495418,15578550,inactive,2018
15502082,,inactive,2006
1550428X,15504298,inactive,2021
15504875,15504883,inactive,2013
15505340,19320280,inactive,2023
15505952,15555194,inactive,2010
1550624X,15516989,inactive,2015
15507033,15507041,inactive,2025
15507890,15507904,inactive,2007
15507998,15502368,inactive,2016
15508579,18787398,inactive,2012
15508943,15586804,inactive,2008
15509702,15552810,discontinued,2016
15511286,15511294,inactive,2009
1551319X,15589323,inactive,2016
15513750,15513769,inactive,2007
15517470,15595463,inactive,2005
15517853,15517861,inactive,2014
15518272,15518280,inactive,2011
15518299,,inactive,2002
15518396,,inactive,2007
1551840X,,inactive,2010
15518418,23806478,inactive,2008
15518426,,inactive,2005
15518434,,inactive,2009
15518442,,inactive,2009
1551885X,,inactive,2015
15518876,15518914,inactive,2005
15518892,,inactive,2016
15518906,,inactive,2004
15519074,,inactive,2005
15519783,23741325,inactive,2023
15522938,,inactive,2018
15524884,15524892,inactive,2006
15524906,15524914,inactive,2006
15525031,1552504X,inactive,2024
15530582,15530590,inactive,2009
15530787,,inactive,2011
15530833,,inactive,2000
15530841,,inactive,2003
1553085X,,inactive,1999
15530930,,inactive,2002
15530957,15530779,inactive,2013
15532739,14344599,inactive,2019
15533174,15533182,inactive,2017
1553345X,15583910,discontinued,2016
15533611,1553362X,inactive,2008
15535797,,inactive,2003
1553619X,15583775,discontinued,2017
15536203,15586340,discontinued,2016
15537641,,inactive,2011
15538036,21524343,inactive,2021
15538346,15538613,inactive,2008
15538605,15538338,inactive,2021
15539105,,inactive,2015
15540014,15578348,inactive,2012
15540189,15546853,inactive,2023
1554057X,15540588,inactive,2018
15541134,,inactive,2010
15543404,,inactive,2005
15544516,,inactive,2015
15547477,1935469X,inactive,2020
15548589,,inactive,2011
15548600,15548619,inactive,2011
15548643,15548651,inactive,2008
1555077X,15550788,inactive,2022
15551024,19409141,inactive,2016
15551296,23788577,discontinued,2016
1555130X,15551318,discontinued,2017
15551741,1555175X,discontinued,2018
1555385X,15542505,discontinued,2017
15554309,15554317,discontinued,2023
15555275,15555267,inactive,2009
15557960,15273172,inactive,2022
15559203,15559211,inactive,2011
1556035X,15560368,inactive,2017
15562271,,inactive,2010
15563235,15563251,inactive,2009
15563790,15563804,inactive,2022
15564002,25776584,discontinued,2020
15564061,,inactive,2007
1556522X,15565246,inactive,2013
15565297,15565300,discontinued,2025
15566560,15566579,discontinued,2017
15566811,1556679X,inactive,2017
15567281,15567346,inactive,2010
15567931,,inactive,2012
15568539,,inactive,2022
15568571,,inactive,2008
1556858X,18799647,inactive,2014
15569225,15569233,inactive,2008
15569241,1556925X,inactive,2008
1556990X,,inactive,2006
15570843,18787525,inactive,2010
15571319,15571327,inactive,2011
15571459,15571467,inactive,2013
15572145,,inactive,2006
1557234X,,inactive,2015
15574091,15574105,inactive,2009
15574539,15574547,discontinued,2016
15574571,1557458X,discontinued,2017
15574962,15574970,discontinued,2016
15574989,15574997,discontinued,2016
15577910,15577929,inactive,2018
15577937,,inactive,2009
15578038,,inactive,1998
15579190,19380712,inactive,2009
15580172,15580180,inactive,2008
15580199,15580202,inactive,2011
15582973,15582981,inactive,2009
1558447X,,inactive,2020
15587452,15587460,inactive,2016
15587916,15587924,inactive,2015
15588742,15588750,inactive,2017
15589641,,inactive,2015
15590585,25244043,inactive,2023
15590836,18680402,inactive,2021
15594564,15594572,inactive,2009
15595005,,inactive,2006
15595609,,inactive,2013
15597105,15597113,inactive,2008
15602214,14772701,discontinued,2024
15602745,18789129,policy,2025
1560408X,,inactive,2001
15604128,,inactive,2005
15604284,,inactive,2002
15606686,,inactive,2011
15608433,,inactive,2002
15609006,,inactive,2001
15609545,24130699,inactive,2019
15610950,14772795,inactive,2004
15612775,16809386,inactive,2013
15614417,,inactive,2007
15614921,,inactive,2011
15615413,18764371,inactive,2016
15618307,22183728,inactive,2011
1561882X,,inactive,2022
15619508,,inactive,2007
15629023,,inactive,2011
15629449,,inactive,2016
15632873,16809432,inactive,2016
1563311X,16060180,inactive,2002
15640655,,inactive,1999
15640728,,inactive,1998
15642984,,inactive,1999
15643743,15643751,inactive,1999
15647838,,inactive,2004
1565012X,,inactive,2005
15651339,21910294,inactive,2023
15654753,,inactive,2020
15660184,,inactive,2005
15660338,,inactive,2021
15660443,22150285,inactive,2022
15660745,22151702,inactive,2022
15660974,17444985,inactive,2004
15661369,,inactive,2003
15662772,,inactive,2006
15663116,,inactive,1997
15663124,,inactive,2005
15667367,,inactive,2024
15667642,,inactive,2021
15667677,18798349,inactive,2021
15667774,,inactive,2023
15669076,,discontinued,2018
1567200X,,inactive,2011
15672034,,inactive,2005
15672042,18755763,inactive,2016
15672700,,inactive,2008
15672794,,inactive,2023
15674215,18781314,inactive,2009
15674231,,inactive,2013
1567424X,,inactive,2013
15675688,18785050,inactive,2020
15676951,,inactive,2021
15677192,,inactive,2020
15677230,15732940,inactive,2009
15677443,,inactive,2010
15678032,,inactive,2012
15678326,,inactive,2014
15678822,15736806,inactive,2010
15680053,,inactive,2005
15680061,,inactive,2005
1568007X,,inactive,2005
15680088,,inactive,2005
1568010X,,inactive,2005
15680118,,inactive,2005
15680126,,inactive,2005
15680134,,inactive,2005
15680142,,inactive,2005
15680150,,inactive,2005
15680169,,inactive,2005
15681254,,inactive,2002
15681548,,inactive,2021
15682102,22151648,inactive,2015
15682692,,inactive,2008
15682706,,inactive,2020
15682765,,inactive,2022
15683443,,inactive,2009
1568461X,,inactive,2001
15685926,,inactive,2017
15689999,,inactive,2007
15690644,,inactive,2023
15690660,15728994,inactive,2008
15691799,,inactive,2003
15691829,18750931,inactive,2016
1569254X,,inactive,1999
15692558,,inactive,2006
15692566,,inactive,2006
15692574,,inactive,2005
15692582,,inactive,2004
15692590,,inactive,2005
15693511,,inactive,2023
15693740,,inactive,2007
15694070,,inactive,2016
15694860,,inactive,2013
15694933,,inactive,2003
15695174,,inactive,2014
15696332,,inactive,2007
15697258,18798233,inactive,2015
15699056,18781500,inactive,2018
15699293,15699285,inactive,2022
1570002X,,inactive,2008
15700461,,inactive,2006
1570078X,,inactive,2021
15701166,15729214,inactive,2015
15701263,18759289,inactive,2015
15701336,,inactive,2012
15701581,,inactive,2021
15701603,,inactive,2007
15702294,,inactive,2002
15702464,,inactive,2007
1570579X,,inactive,2013
15705854,15680258,inactive,2014
15705870,18758606,inactive,2010
15706435,,inactive,2011
15706672,,inactive,2014
15706893,,inactive,2011
15707024,,inactive,2021
15707075,15728706,inactive,2010
15707113,,inactive,2023
15707539,15707547,inactive,2009
15707954,,inactive,2009
15708306,,discontinued,2017
15708667,,inactive,2018
15708683,,inactive,2017
15708721,,inactive,2013
15709124,,inactive,2005
15710378,22151923,inactive,2023
15710661,,inactive,2020
15710785,,inactive,2007
15710831,,inactive,2008
15710866,,inactive,2019
15714675,,inactive,2011
15714764,25429868,inactive,2023
15715736,18612288,inactive,2009
15718913,,inactive,2007
15719197,,inactive,2011
15719952,,inactive,2003
15719960,,inactive,2006
15720004,,inactive,2006
15720268,15720276,inactive,2009
15720934,,inactive,2013
15720977,,inactive,2006
15721892,,inactive,2023
15723127,,inactive,2016
15723364,,inactive,2008
1572347X,,inactive,2005
15724379,,inactive,1997
15724409,,inactive,2002
15724794,18798357,inactive,2015
15724859,,inactive,2010
15724913,,inactive,2019
15725464,22110739,inactive,2014
15725480,,inactive,2014
1572557X,,inactive,2006
15725618,,inactive,2014
15726401,,inactive,2009
15726495,,inactive,2000
15728528,08958815,inactive,1995
15732088,,inactive,2008
15733955,1875631X,inactive,2020
15734005,18756441,inactive,2018
15734331,,inactive,2015
15734374,,inactive,2018
15734404,,inactive,2014
15734412,,inactive,2020
15734420,,inactive,2013
15734471,,inactive,2010
1573448X,,inactive,2021
15734498,,inactive,2010
15735214,22121307,inactive,2020
1573563X,,inactive,2022
15735869,,inactive,2021
15740005,,inactive,2015
15740013,,inactive,2007
15740021,,inactive,2018
1574003X,,inactive,1997
15740048,,inactive,2016
15740056,,inactive,2015
15740064,,inactive,2011
15740072,,inactive,2022
15740099,,inactive,2018
15740102,,inactive,2013
15740110,,inactive,2011
1574017X,1875905X,discontinued,2023
15740641,,inactive,2007
15740668,18780466,inactive,2006
15740676,,inactive,2014
15740684,,inactive,2014
15740692,,inactive,2023
15740706,,inactive,2013
15740714,,inactive,2006
15740722,,inactive,2008
15740730,,inactive,2007
15740757,,inactive,2005
15740870,2212408X,inactive,2023
15740889,22121064,inactive,2022
15740897,22123997,inactive,2023
1574101X,,inactive,2008
15741990,,inactive,2008
15743349,18755275,inactive,2007
15744493,,inactive,2020
1574552X,,inactive,2020
15746267,,inactive,2017
15746526,,inactive,2008
15746909,,inactive,2007
15746917,,inactive,2008
15748626,,inactive,2012
15748847,22123938,inactive,2020
15748898,22123954,inactive,2016
15748901,22123962,inactive,2015
1574891X,22124071,inactive,2020
1574907X,,inactive,2011
15749088,,inactive,2011
15749576,,inactive,2008
15749630,,inactive,2019
15750922,15792021,inactive,2016
15750973,15782638,inactive,2012
15751430,,inactive,2023
15752437,16977904,discontinued,2020
15753409,,inactive,2007
15754723,,inactive,2011
1575734X,15758435,inactive,2005
15760316,,inactive,2009
15760367,,inactive,2011
15763560,,inactive,2003
15767418,,inactive,2006
15770354,,policy,2025
15771512,,inactive,2008
15773051,,inactive,2005
15773566,19883099,inactive,2014
15781550,15787575,inactive,2011
15782700,15782719,inactive,2002
1578410X,,inactive,2008
15790789,18873294,inactive,2008
15791726,19882041,discontinued,2025
15797376,,inactive,2007
15804208,,inactive,2008
15815374,1855363X,policy,2024
15822214,,inactive,2013
15822486,28218078,inactive,2022
1582330X,,inactive,1999
1582540X,,discontinued,2020
15830012,20660170,inactive,2016
15835170,23928034,inactive,2015
15835251,1583526X,inactive,2011
15841057,20655002,policy,2026
15842231,,inactive,2016
15845982,,inactive,2016
15847101,,inactive,2013
15848574,24710849,policy,2023
15848663,,policy,2025
1585079X,15884309,inactive,2008
15889734,1589021X,inactive,2008
15899535,17863767,inactive,2005
15901815,,inactive,2015
15907120,,inactive,2008
15909158,20356137,inactive,2015
15909271,,inactive,2007
15910067,,inactive,2009
15910075,,inactive,2012
15911489,,inactive,2006
15921093,,inactive,2002
15921107,,inactive,2018
15921638,25314122,discontinued,2025
15922103,,inactive,2008
15923479,,inactive,2004
15923894,,inactive,2001
15926478,,inactive,2010
15926826,,inactive,2013
15927830,,inactive,2022
15928543,,inactive,2010
15936104,,discontinued,2017
15942848,,inactive,2014
1594512X,,inactive,1992
15945804,,inactive,2011
15949281,19732252,inactive,2023
15949982,18269877,inactive,2010
15951103,,inactive,2006
15966941,,inactive,2017
15969886,15969819,inactive,2012
15982386,22111069,inactive,2019
15982874,,inactive,2007
15986535,,inactive,2011
15988074,,inactive,2018
16006038,,inactive,2018
16048156,19044666,inactive,2019
16049780,,inactive,2018
16052587,,inactive,2008
16052773,,inactive,2018
16065727,,inactive,2005
16068181,20705670,inactive,2012
16069331,,inactive,2000
16069366,,inactive,2019
16069935,16053974,inactive,2021
16073894,20711255,discontinued,2025
16079183,,inactive,1994
16082222,,inactive,2002
1608702X,,inactive,1988
16088115,,inactive,2008
16089677,22201009,discontinued,2018
16094913,,inactive,2021
16095502,,inactive,2007
16099451,,inactive,2006
16101928,18619959,inactive,2019
16101979,16139089,inactive,2013
16102096,16106970,inactive,2013
16102924,,inactive,2008
16104099,,inactive,1997
16106199,,inactive,2022
16108957,16131851,inactive,2021
1611020X,16110218,inactive,2009
1611311X,,inactive,2022
16116607,18655122,inactive,2023
16118332,16118340,inactive,2007
16119991,,inactive,2008
16120485,,inactive,2018
16120663,16136373,inactive,2020
1612166X,,inactive,2014
16122771,,inactive,2019
16123727,1868677X,inactive,2012
16123786,2197666X,inactive,2022
1612412X,,inactive,2021
16124138,,inactive,2014
1612443X,,inactive,2023
16125010,21906300,inactive,2023
16125096,,inactive,2018
16126890,,inactive,2010
16128591,18650805,inactive,2009
16132076,16132084,inactive,2021
16133412,16133420,inactive,2008
16133749,16133757,inactive,2008
16135210,,inactive,2005
16135520,21979286,inactive,2021
16135636,16136055,inactive,2022
16136071,16140575,policy,2025
16138392,16139267,inactive,2011
16142217,21908036,inactive,2023
16143485,18678343,inactive,2018
1614354X,,inactive,2010
16144007,16144015,inactive,2022
16144864,26266350,inactive,2017
16144872,,inactive,2007
16146891,,inactive,2006
16148339,,inactive,2006
16151615,18783228,inactive,2011
16151720,,inactive,2021
16153871,18600794,inactive,2014
16154053,16154061,inactive,2007
16155548,,inactive,2017
16156609,16156617,inactive,2012
16158326,23650680,inactive,2023
16159071,16118928,discontinued,2017
16160452,2365869X,inactive,2016
16168119,14328534,inactive,2004
16168216,,inactive,2012
16168577,,inactive,2006
16169689,18600638,inactive,2011
16173473,,inactive,2011
16175891,14390930,discontinued,2018
16176391,,inactive,2009
16176782,16100646,inactive,2022
1618193X,,inactive,2023
16187849,18622615,inactive,2015
16188276,,inactive,2013
16188330,,inactive,2013
16188950,,discontinued,2020
16190424,,inactive,2008
16207742,,inactive,2002
16221036,,inactive,2005
16240693,19516959,inactive,2017
16273486,,inactive,2003
16273583,16273591,inactive,2006
16274911,,inactive,2009
16286847,,inactive,2010
16289676,,inactive,2022
16296583,,inactive,2021
16307267,,inactive,2020
16334760,16381963,inactive,2019
16335767,,inactive,2008
16342941,19589190,inactive,2022
16343298,17762871,inactive,2022
16350421,19523998,discontinued,2021
16357922,16357930,inactive,2011
16378962,,inactive,2017
16398319,19552351,inactive,2019
1639965X,,inactive,2022
16405382,,inactive,2009
1640629X,24498890,discontinued,2018
16406540,,inactive,2011
16416007,16443306,inactive,2009
16418190,20844352,inactive,2017
16418581,,discontinued,2018
16419227,24510696,discontinued,2017
16420136,20844328,discontinued,2025
16432045,,inactive,2017
16433165,,inactive,2011
1644115X,16444493,inactive,2006
16447700,17347467,inactive,2022
16461509,16462742,inactive,2016
16469895,,discontinued,2024
16501969,,inactive,2011
1651386X,16513835,inactive,2012
16555236,,inactive,2007
16555252,,inactive,2008
16559711,30825547,inactive,2023
16574400,,inactive,2007
16579550,,inactive,2023
16600347,,inactive,2010
16601394,,inactive,2014
16601890,16623819,inactive,2013
16602242,16622898,inactive,2015
16602889,,inactive,2010
16604369,,inactive,2017
16604431,16622804,inactive,2021
16606795,22352074,discontinued,2024
16607880,16628667,inactive,2023
16609042,,inactive,2019
16609263,16623797,inactive,2012
16609336,16627482,discontinued,2014
16613406,16613414,inactive,2008
16613880,,inactive,2022
16614119,16614127,inactive,2016
16614747,16642929,inactive,2020
16616499,16616758,inactive,2018
16616677,16623878,inactive,2011
16621018,,inactive,2014
16622685,16624505,inactive,2017
16622928,,inactive,2002
1662405X,16624068,inactive,2022
16624874,16624882,inactive,2016
16625986,1662596X,inactive,2017
16626443,,inactive,2015
16626664,16626672,inactive,2015
16628527,,inactive,2017
16641531,22352155,discontinued,2019
16649737,16645545,inactive,2020
16650018,,inactive,2001
16653238,,inactive,2009
16653521,,inactive,2015
16654390,20074174,discontinued,2017
16655044,,inactive,2014
16660390,,discontinued,2017
16712838,,inactive,2021
16712927,,inactive,2011
16713877,,inactive,2007
16714431,,inactive,2022
16715926,,inactive,2006
16717120,,inactive,2013
16717295,,inactive,2015
16717449,,inactive,2005
16718267,,inactive,2010
16718836,,inactive,2003
16720733,19931352,inactive,2017
16721799,18622844,inactive,2009
16721977,,inactive,2014
16722515,,inactive,2007
16725948,,inactive,2015
16726340,19930623,inactive,2014
16729102,,inactive,2006
1673047X,,inactive,2012
1673274X,,inactive,1951
16733444,16733568,inactive,2026
16733452,16733576,inactive,2022
16733460,16733584,inactive,2012
16733479,16733592,inactive,2010
16733487,16733606,inactive,2011
16733495,16733614,inactive,2011
16733509,16733622,inactive,2011
16733517,16733630,inactive,2009
1673520X,,inactive,2009
16737334,1673744X,inactive,2011
16737342,16737458,inactive,2014
16737350,16737466,inactive,2012
16737369,16737474,inactive,2011
16737377,16737482,inactive,2011
16737385,16737490,inactive,2012
16737393,16737504,inactive,2011
16737407,16737512,inactive,2013
16737415,16737520,inactive,2013
16740440,,inactive,2020
16743822,,inactive,2022
16744128,16744594,inactive,2011
16744764,,inactive,2018
16745264,,inactive,2011
16747984,16747992,inactive,2018
16762444,16784774,policy,2025
16762649,19805365,inactive,2012
16766180,,inactive,2023
16766849,,inactive,2022
16768698,,inactive,2020
16770420,16779452,inactive,2012
16787226,,inactive,2015
16790073,,inactive,2016
16798759,1982436X,inactive,2019
16804465,,inactive,2013
16805194,,discontinued,2018
16805593,1993601X,discontinued,2015
16806433,20082177,inactive,2015
16815491,20779135,inactive,2014
16820053,,inactive,2013
16820363,18193684,inactive,2023
1682296X,16822978,discontinued,2018
16823915,19935994,discontinued,2016
16824474,18125727,discontinued,2018
16828356,,discontinued,2018
16831381,18183352,inactive,2013
16831942,23046155,policy,2025
16834704,,inactive,2008
1683805X,,inactive,2005
16839919,,discontinued,2016
16841360,17504686,inactive,2007
16845307,,inactive,2016
16845315,,inactive,2011
16847075,,inactive,2008
16851994,,inactive,2022
16863933,2228835X,inactive,2021
16864360,,discontinued,2025
16871200,16871197,inactive,2017
16871308,16871324,inactive,2008
16871472,16871499,inactive,2025
16871839,16871847,inactive,2021
16872789,16872797,inactive,2008
16873017,16873009,inactive,2006
16873955,16873963,inactive,2019
16874099,16874102,inactive,2010
16874110,16874129,inactive,2024
16874145,16874153,inactive,2017
16875214,16875303,inactive,2012
16875265,16875273,discontinued,2022
16875370,16875389,inactive,2017
1687563X,16875648,inactive,2019
16875680,16875699,discontinued,2023
16875702,16875710,inactive,2017
16875826,16875834,inactive,2017
16875915,16875923,inactive,2024
16875990,16876008,inactive,2018
16876172,16876180,inactive,2025
16876261,1687627X,inactive,2021
16876334,16876342,inactive,2019
16876393,16876407,inactive,2017
16876822,16876830,inactive,2009
16876873,16876881,inactive,2009
1687689X,16876903,inactive,2009
16877144,16877152,inactive,2012
16877195,16877209,inactive,2023
16877381,1687739X,inactive,2010
16877632,16877640,inactive,2011
16877985,16877993,inactive,2018
16878000,16878019,inactive,2018
16878027,16878035,inactive,2020
16878299,16878302,inactive,2009
16878450,16878469,discontinued,2023
16878558,16878566,inactive,2024
16879147,16879155,inactive,2024
16879244,16879252,inactive,2017
16879260,16879279,inactive,2024
16879325,16879333,inactive,2024
16879481,1687949X,inactive,2019
1687952X,16879538,discontinued,2020
16879767,16879775,inactive,2017
16879805,16879813,discontinued,2022
16898311,,policy,2025
16904648,,inactive,2023
16936930,23029293,discontinued,2025
1694609X,13081470,discontinued,2023
16953827,,inactive,2011
1695405X,19895453,inactive,2018
16955374,,inactive,2009
16961641,,inactive,2010
16962737,,inactive,2006
16962818,16964608,inactive,2014
16963539,,inactive,2015
16965981,,inactive,2007
16966112,,inactive,2011
16967801,,inactive,2015
16969936,,inactive,2015
16971892,,inactive,2004
16974271,1697428X,discontinued,2018
16985117,,inactive,2017
16993993,16994019,inactive,2023
17054842,,inactive,2013
17054850,,inactive,2016
17081890,,inactive,2019
17106222,25618741,discontinued,2022
1712624X,,inactive,2011
1712851X,,inactive,2018
1715894X,,inactive,2010
17181879,,discontinued,2009
17183340,19296541,inactive,2019
17206561,,inactive,2006
17207525,,inactive,2016
17212596,18271774,inactive,2016
17218039,,inactive,2008
17222206,18286224,inactive,2014
17222818,,inactive,2007
17226899,17246024,inactive,2011
17226996,20354606,discontinued,2018
17237211,,inactive,2007
17237807,17237815,inactive,2012
1724269X,,inactive,2007
17248914,19713266,inactive,2019
17265878,,inactive,2007
17265886,,inactive,2011
17267536,17358507,inactive,2011
17267544,,inactive,2011
17273048,18125719,discontinued,2018
17274761,,inactive,2018
17274915,22217630,discontinued,2025
17279232,18103057,discontinued,2016
17282993,,inactive,2009
17286182,2383014X,inactive,2016
17294274,17294312,inactive,2012
17296455,,inactive,2007
17307201,,inactive,2014
1730802X,,inactive,2018
17315379,,inactive,2009
17316383,,inactive,2007
17316677,17319544,inactive,2022
17318645,24499986,inactive,2019
17322642,,inactive,2012
17323916,20838476,inactive,2023
17326761,,inactive,2008
17330092,2391761X,inactive,2021
17335760,20843925,inactive,2022
17338026,18972357,inactive,2009
17343038,,inactive,2013
17350581,,inactive,2017
17351979,17352746,inactive,2013
17352657,,inactive,2015
17355109,20081081,inactive,2013
17355206,20085583,inactive,2012
17355702,2251712X,inactive,2019
17357179,20082517,inactive,2011
1735885X,17358868,inactive,2012
17359104,,inactive,2011
17365279,17364337,discontinued,2013
1736602X,17367549,inactive,2014
17366038,17367522,inactive,2013
17381061,20927258,inactive,2019
17381460,,discontinued,2021
17381843,20928920,inactive,2014
17382203,2234344X,inactive,2015
1738222X,20938047,inactive,2012
17382637,22882928,inactive,2022
17387248,22877428,inactive,2023
17387949,20929129,inactive,2012
17389968,,inactive,2016
17389976,,discontinued,2016
17389984,,discontinued,2016
17400562,17400570,discontinued,2018
17400694,,inactive,2019
17401267,,inactive,2015
17402522,17402530,inactive,2013
17402816,17402824,inactive,2023
17402859,17402867,inactive,2022
17403499,20413092,inactive,2016
17403715,17403723,inactive,2007
17404118,1757594X,inactive,2013
17406501,,inactive,2009
17407141,17431654,inactive,2016
1740925X,17410533,inactive,2012
17411343,17417090,discontinued,2017
17412439,17412447,inactive,2012
17412471,1741248X,inactive,2006
1741427X,17414288,discontinued,2023
17415977,17415985,inactive,2021
17416280,17416299,inactive,2004
1741640X,17416418,inactive,2013
17416892,,inactive,2004
17417538,17417546,inactive,2005
17418267,17418275,inactive,2012
17418364,,inactive,2004
17418372,,inactive,2004
17418984,17418992,discontinued,2022
17420946,,inactive,2010
17421128,,inactive,2023
1742206X,17422051,inactive,2017
1742254X,,inactive,2019
17422876,,inactive,2019
17424488,,inactive,2005
17424682,,inactive,2021
17426456,17442192,inactive,2013
17426464,17442206,inactive,2015
17426847,,inactive,2006
17426979,,inactive,2004
17427223,17427231,inactive,2022
17428262,17449545,inactive,2010
17431050,,inactive,2011
17431816,17431824,inactive,2015
17433029,,inactive,2006
17433231,,inactive,2022
1743386X,,inactive,2013
17434254,17434262,inactive,2009
17434270,17434289,inactive,2009
17434297,17434300,inactive,2009
17434378,17434386,inactive,2009
17435005,17435013,inactive,2006
17435242,17435250,inactive,2007
1743694X,,inactive,2007
17437008,,inactive,2004
17439191,17439159,policy,2025
17439310,,inactive,2016
17439469,,inactive,2007
17441161,18783368,inactive,2009
17441595,17441609,inactive,2020
17441870,,inactive,2006
17441889,1878173X,inactive,2009
17442249,,inactive,2005
17443687,17443679,inactive,2007
17445396,1744540X,inactive,2013
17445485,17445493,discontinued,2025
17446503,17446511,inactive,2010
17446546,17446554,inactive,2008
17446767,,inactive,2016
17449049,,inactive,2007
17449200,17449219,inactive,2023
17450055,17450063,inactive,2023
17450144,17450152,inactive,2011
17450454,,inactive,2009
17451183,17451191,inactive,2008
17451426,,inactive,2004
17451590,17451604,inactive,2009
17453216,17453224,inactive,2018
17453690,17453704,inactive,2015
17455030,17455049,discontinued,2023
1745509X,17455103,inactive,2013
17455111,1745512X,inactive,2010
17457904,17457912,inactive,2018
17458323,17458331,inactive,2009
1745834X,17458358,inactive,2009
17458366,17458374,inactive,2009
17458382,17458390,inactive,2009
17459265,,inactive,2022
17460166,17460174,inactive,2016
1746028X,,inactive,2011
17460816,17460824,inactive,2008
17460875,17460883,inactive,2009
17461278,,inactive,2013
17461375,17461383,inactive,2011
17465095,17465109,inactive,2014
17466334,17466342,inactive,2007
17467179,,inactive,2007
17467233,,discontinued,2017
17467616,,inactive,2017
17468841,,inactive,2008
17469600,17469619,inactive,2008
17469872,17469880,inactive,2013
17470854,,inactive,2017
17471060,17471079,inactive,2009
17471273,,inactive,2009
17473403,,inactive,2010
17474108,17474116,inactive,2013
17477166,17477174,inactive,2011
17480329,20403925,inactive,2010
17481090,00749664,inactive,2020
17482321,1748233X,inactive,2008
17482941,1748295X,inactive,2016
17482968,,inactive,2012
17482976,17482984,inactive,2007
17482992,,inactive,2014
1748670X,17486718,discontinued,2023
17486831,1748684X,inactive,2012
17489237,17489245,inactive,2015
17490294,,inactive,2013
17493463,17493471,inactive,2022
17494680,17494699,inactive,2015
17495148,17495156,inactive,2014
17498430,17498341,inactive,2018
17498988,,inactive,2018
17500044,17500052,inactive,2014
17500621,,inactive,2007
17501504,,inactive,2007
17502519,,inactive,2008
1750306X,,inactive,2009
1750497X,,inactive,2013
17505933,,inactive,2009
17506182,,inactive,2022
17508207,,inactive,2010
17509467,18780237,inactive,2025
17509548,20483961,policy,2023
17511135,,inactive,2016
17512867,17512875,inactive,2018
17513243,,inactive,2009
17515637,17515645,inactive,2013
17518202,20566271,discontinued,2018
17518326,17518334,inactive,2011
1752007X,,inactive,2012
17521394,17521408,inactive,2007
17521467,17521475,inactive,2012
1752301X,,inactive,2007
17523281,17523273,inactive,2014
17526752,,inactive,2019
17527791,,inactive,2008
17528119,,inactive,2010
17528526,,inactive,2016
17528550,,inactive,2015
17529298,,inactive,2019
17529360,17529379,inactive,2018
17530059,17530067,inactive,2013
17530431,1753044X,inactive,2017
17530784,17530792,inactive,2011
17532116,,inactive,2017
17533783,20403917,inactive,2011
17534089,17534097,inactive,2013
17536146,17536154,inactive,2016
17537983,17537991,inactive,2014
17538297,17538300,inactive,2016
17539641,1753965X,inactive,2014
17540291,17540305,inactive,2011
17540453,17540461,inactive,2013
17541328,17541336,inactive,2021
17542863,17542871,inactive,2018
17543207,18780075,inactive,2011
